4.08142923671206, -10.78666707635982
#22.00073015073417, -10.808885501173929
#22.69433841406592, -6.4797519325080195
22.80782430667113, -6.936590001541489
#25.614692144896534, -10.808199364958352
#35.05270082778589, -10.806784209013724
40.49284190259542, -14.082553542570384
40.39070726982604, -13.280599097647904
40.35107025575422, -11.374592104690464
#40.81065193742824, -10.806098072798147
50.46600454928375, -12.979517126106831
#55.84777536491271, -10.804682916853519
#54.296600732902995, -11.482113779194808
66.8533663066633, -9.88873037894636
70.41972515632904, -8.775376860232274
71.14272942390546, -10.151845749489297
#82.46397152905459, -10.802924692801103
#92.52047092223722, -3.518195050269579
#96.0099610008515, -10.802238556585529
#131.3858632542952, -10.800823400640901
#186.76435661405196, -10.79923671064238